raw_problem_id,source_doc_title,paper,question_number,source_pdf_page_number,answer_format,has_visual_context,topic_id,skill_id,archetype_id,difficulty_estimate,requires_visual_component,visual_component_type,needs_archetype_review
epp_grammar_pack1_paper3_q18,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,18,38,multiple_choice,False,percentages,pct_reverse_percentage,reverse_percentage_original_price,3,False,,no
epp_grammar_pack1_paper3_q19,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,19,39,multiple_choice,False,arithmetic,ar_divide_remainders,division_remainder,2,False,,no
epp_grammar_pack1_paper3_q20,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,20,39,free_response,False,fractions,frac_of_amount,fraction_of_amount_simple,2,False,,no
epp_grammar_pack1_paper3_q21,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,21,39,multiple_choice,False,arithmetic,ar_divide_remainders,division_remainder,2,False,,no
epp_grammar_pack1_paper3_q22,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,22,39,multiple_choice,True,geometry,geom_volume,volume_cube_cuboid,2,True,3d_shape_optional,no
epp_grammar_pack1_paper3_q23,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,23,40,multiple_choice,True,geometry,geom_coordinates_missing_vertex,coordinates_missing_rectangle,3,True,coordinate_grid,no
epp_grammar_pack1_paper3_q24,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,24,40,multiple_choice,True,geometry,geom_line_symmetry_text,line_symmetry_letters_words,2,True,text_symmetry,no
epp_grammar_pack1_paper3_q25,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,25,41,multiple_choice,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack1_paper3_q26,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,26,41,multiple_choice,False,ratio_proportion_rates,prop_unit_rate,direct_rate_scaling,2,False,,no
epp_grammar_pack1_paper3_q27,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,27,41,free_response,False,number_place_value,np_rounding,round_to_nearest_multiple,2,False,,no
epp_grammar_pack1_paper3_q28,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,28,41,free_response,True,geometry,geom_special_triangle_angles,isosceles_equilateral_angles,2,True,triangle_angle_diagram,no
epp_grammar_pack1_paper3_q29,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,29,42,multiple_choice,False,fractions,frac_unit_fractions,fraction_as_share,2,False,,no
epp_grammar_pack1_paper3_q30,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,30,42,free_response,True,geometry,geom_angle_facts,angles_on_line_around_point,2,True,angle_diagram,no
epp_grammar_pack1_paper3_q31,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,31,42,free_response,False,data_statistics,stat_mean,mean_find_missing,3,False,,no
epp_grammar_pack1_paper3_q32,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,32,42,multiple_choice,False,percentages,pct_reverse_percentage,reverse_percentage_original_price,3,False,,no
epp_grammar_pack1_paper3_q33,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,33,43,multiple_choice,False,measurement_units,meas_unit_selection,plausible_measure_unit,1,False,,no
epp_grammar_pack1_paper3_q34,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,34,43,free_response,False,arithmetic,ar_add_subtract_word,addition_subtraction_word_total_difference,1,False,,no
epp_grammar_pack1_paper3_q35,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,35,43,multiple_choice,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack1_paper3_q36,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,36,43,multiple_choice,False,arithmetic,ar_divide_equal_groups,division_equal_groups,1,False,,no
epp_grammar_pack1_paper3_q37,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,37,44,multiple_choice,False,percentages,pct_percent_of_amount,percentage_of_quantity_units,3,False,,no
epp_grammar_pack1_paper3_q38,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,38,44,free_response,False,factors_multiples_powers,nm_lcm_remainders,lcm_repeated_events,4,False,,no
epp_grammar_pack1_paper3_q39,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,39,44,multiple_choice,True,geometry,geom_area_basic,area_from_area_and_dimension,3,False,,no
epp_grammar_pack1_paper3_q40,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,40,45,free_response,True,geometry,geom_angle_types,angle_type_identification,1,True,angle_diagram_optional,no
epp_grammar_pack1_paper3_q41,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,41,45,free_response,False,ratio_proportion_rates,prop_speed_distance_time,speed_distance_time,3,False,,no
epp_grammar_pack1_paper3_q42,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,42,45,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack1_paper3_q43,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,43,45,free_response,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack1_paper3_q44,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,44,46,free_response,True,geometry,geom_area_basic,area_rectangle_triangle_parallelogram,2,True,area_shape_optional,no
epp_grammar_pack1_paper3_q45,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,45,46,multiple_choice,True,probability_sets_logic,prob_basic,probability_simple_count,1,False,,no
epp_grammar_pack1_paper3_q46,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,46,46,multiple_choice,False,measurement_units,meas_time_duration,time_duration_start_end,2,False,,no
epp_grammar_pack1_paper3_q47,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,47,47,free_response,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack1_paper3_q48,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,48,47,multiple_choice,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack1_paper3_q49,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,49,47,free_response,False,ratio_proportion_rates,prop_inverse_workers,resource_consumption_inverse,3,False,,no
epp_grammar_pack1_paper3_q50,"11+ Mathematics, Grammar Schools, Pack 1",Paper 3,50,47,free_response,True,geometry,geom_area_basic,area_rectangle_triangle_parallelogram,2,True,area_shape_optional,no
epp_grammar_pack1_paper4_q01,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,1,49,multiple_choice,True,data_statistics,stat_mean,mean_find_missing,3,False,,no
epp_grammar_pack1_paper4_q02,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,2,49,multiple_choice,False,number_place_value,np_compare_order_numbers,numeric_comparison_closest,2,False,,no
epp_grammar_pack1_paper4_q03,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,3,50,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack1_paper4_q04,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,4,50,multiple_choice,False,number_place_value,np_words_to_digits,number_words_to_digits_large,1,False,,no
epp_grammar_pack1_paper4_q05,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,5,50,free_response,True,geometry,geom_area_composite_visual,composite_area_visual,3,True,composite_area,no
epp_grammar_pack1_paper4_q06,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,6,50,multiple_choice,False,ratio_proportion_rates,ratio_share,share_total_in_ratio,2,False,,no
epp_grammar_pack1_paper4_q07,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,7,51,free_response,True,geometry,geom_area_basic,area_rectangle_triangle_parallelogram,2,True,area_shape_optional,no
epp_grammar_pack1_paper4_q08,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,8,51,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack1_paper4_q09,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,9,51,free_response,True,percentages,pct_percent_of_amount,percent_of_amount,2,False,,no
epp_grammar_pack1_paper4_q10,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,10,52,free_response,True,arithmetic,ar_add_subtract_word,addition_subtraction_word_total_difference,1,False,,no
epp_grammar_pack1_paper4_q11,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,11,52,multiple_choice,True,geometry,geom_volume,volume_cube_cuboid,2,True,3d_shape_optional,no
epp_grammar_pack1_paper4_q12,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,12,52,multiple_choice,True,geometry,geom_angle_facts,angles_on_line_around_point,2,True,angle_diagram,no
epp_grammar_pack1_paper4_q13,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,13,53,multiple_choice,True,ratio_proportion_rates,prop_similarity,proportional_enlargement,3,False,,no
epp_grammar_pack1_paper4_q14,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,14,53,free_response,True,geometry,geom_volume,volume_cube_cuboid,2,True,3d_shape_optional,no
epp_grammar_pack1_paper4_q15,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,15,53,multiple_choice,False,measurement_units,meas_time_duration,time_duration_start_end,2,False,,no
epp_grammar_pack1_paper4_q16,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,16,53,free_response,False,number_place_value,np_negative_numbers,negative_temperature_change,2,True,thermometer,no
epp_grammar_pack1_paper4_q17,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,17,54,multiple_choice,True,geometry,geom_special_triangle_angles,isosceles_equilateral_angles,2,True,triangle_angle_diagram,no
epp_grammar_pack1_paper4_q18,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,18,54,multiple_choice,False,probability_sets_logic,prob_compare_complement,probability_compare_statements,3,False,,no
epp_grammar_pack1_paper4_q19,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,19,54,multiple_choice,False,measurement_units,meas_time_duration,time_duration_start_end,2,False,,no
epp_grammar_pack1_paper4_q20,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,20,54,multiple_choice,False,geometry,geom_angle_facts,angles_on_line_around_point,2,True,angle_diagram,no
epp_grammar_pack1_paper4_q21,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,21,54,free_response,False,arithmetic,ar_divide_remainders,division_remainder,2,False,,no
epp_grammar_pack1_paper4_q22,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,22,55,multiple_choice,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack1_paper4_q23,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,23,55,multiple_choice,True,geometry,geom_symmetry_completion,complete_shape_from_symmetry,3,True,symmetry_completion,no
epp_grammar_pack1_paper4_q24,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,24,55,free_response,True,decimals,dec_scale_powers_ten,dec_scale_powers_ten,2,False,,no
epp_grammar_pack1_paper4_q25,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,25,56,multiple_choice,False,arithmetic,ar_divide_equal_groups,division_equal_groups,1,False,,no
epp_grammar_pack1_paper4_q26,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,26,56,free_response,True,geometry,geom_special_triangle_angles,isosceles_equilateral_angles,2,True,triangle_angle_diagram,no
epp_grammar_pack1_paper4_q27,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,27,56,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack1_paper4_q28,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,28,57,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack1_paper4_q29,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,29,57,free_response,False,arithmetic,ar_multiplication_context,multiplication_integer_context,2,False,,no
epp_grammar_pack1_paper4_q30,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,30,57,multiple_choice,False,algebra,alg_substitution,substitute_expression_values,2,False,,no
epp_grammar_pack1_paper4_q31,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,31,57,multiple_choice,False,measurement_units,meas_calendar_timetable_timezone,calendar_weekday_offset,2,False,,no
epp_grammar_pack1_paper4_q32,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,32,57,multiple_choice,False,fractions,frac_unit_fractions,fraction_as_share,2,False,,no
epp_grammar_pack1_paper4_q33,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,33,58,multiple_choice,False,algebra,alg_substitution,substitute_expression_values,2,False,,no
epp_grammar_pack1_paper4_q34,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,34,58,free_response,False,measurement_units,meas_calendar_timetable_timezone,timezone_offset,2,False,,no
epp_grammar_pack1_paper4_q35,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,35,58,free_response,False,percentages,pct_percent_of_amount,percent_of_amount,2,False,,no
epp_grammar_pack1_paper4_q36,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,36,58,multiple_choice,False,mixed_problem_solving,mixed_constraints,constraint_two_table_sizes,4,False,,no
epp_grammar_pack1_paper4_q37,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,37,59,multiple_choice,True,geometry,geom_shape_names,shape_name_2d_3d,1,True,shape_diagram,no
epp_grammar_pack1_paper4_q38,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,38,59,multiple_choice,False,data_statistics,stat_mean,mean_find_missing,3,False,,no
epp_grammar_pack1_paper4_q39,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,39,59,multiple_choice,False,arithmetic,ar_divide_equal_groups,division_equal_groups,1,False,,no
epp_grammar_pack1_paper4_q40,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,40,60,free_response,False,number_place_value,np_rounding,round_to_nearest_multiple,2,False,,no
epp_grammar_pack1_paper4_q41,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,41,60,free_response,False,sequences_patterns,seq_recurrence,sequence_recurrence_rule,3,False,,no
epp_grammar_pack1_paper4_q42,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,42,60,free_response,False,fractions,frac_operations,combine_fractional_parts,4,False,,no
epp_grammar_pack1_paper4_q43,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,43,60,free_response,False,measurement_units,meas_calendar_timetable_timezone,calendar_weekday_offset,2,False,,no
epp_grammar_pack1_paper4_q44,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,44,61,free_response,False,algebra,alg_substitution,substitute_expression_values,2,False,,no
epp_grammar_pack1_paper4_q45,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,45,61,multiple_choice,True,algebra,alg_substitution,substitute_expression_values,2,False,,no
epp_grammar_pack1_paper4_q46,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,46,62,free_response,True,geometry,geom_angle_facts,triangle_angle_sum,2,True,triangle_angle_diagram,no
epp_grammar_pack1_paper4_q47,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,47,62,free_response,False,percentages,pct_percent_of_amount,percent_of_amount,2,False,,no
epp_grammar_pack1_paper4_q48,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,48,62,multiple_choice,False,algebra,alg_equations_formulas,solve_formula_variable,3,False,,no
epp_grammar_pack1_paper4_q49,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,49,63,free_response,False,percentages,pct_percent_of_amount,percent_of_amount,2,False,,no
epp_grammar_pack1_paper4_q50,"11+ Mathematics, Grammar Schools, Pack 1",Paper 4,50,63,free_response,True,geometry,geom_special_triangle_angles,isosceles_equilateral_angles,2,True,triangle_angle_diagram,no
epp_grammar_pack2_paper5_q01,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,1,3,multiple_choice,True,geometry,geom_area_basic,area_rectangle_triangle_parallelogram,2,True,area_shape_optional,no
epp_grammar_pack2_paper5_q02,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,2,3,multiple_choice,False,fractions,frac_compare_equivalence,compare_fractions,2,False,,no
epp_grammar_pack2_paper5_q03,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,3,3,free_response,True,geometry,geom_area_basic,area_rectangle_triangle_parallelogram,2,True,area_shape_optional,no
epp_grammar_pack2_paper5_q04,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,4,3,multiple_choice,False,algebra,alg_expressions_from_words,expression_from_repeated_group,2,False,,no
epp_grammar_pack2_paper5_q05,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,5,4,multiple_choice,True,geometry,geom_area_scaling,area_scaling_length_changes,3,True,shape_optional,no
epp_grammar_pack2_paper5_q06,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,6,4,multiple_choice,False,algebra,alg_equations_formulas,solve_formula_variable,3,False,,no
epp_grammar_pack2_paper5_q07,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,7,4,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper5_q08,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,8,4,multiple_choice,True,number_place_value,np_compare_order_numbers,numeric_comparison_closest,2,False,,no
epp_grammar_pack2_paper5_q09,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,9,5,multiple_choice,False,fractions,frac_of_amount,fraction_of_amount_simple,2,False,,no
epp_grammar_pack2_paper5_q10,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,10,5,multiple_choice,False,algebra,alg_equations_formulas,solve_formula_variable,3,False,,no
epp_grammar_pack2_paper5_q11,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,11,5,multiple_choice,False,measurement_units,meas_unit_conversion,metric_conversion_length_capacity_mass,2,False,,no
epp_grammar_pack2_paper5_q12,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,12,5,free_response,True,geometry,geom_3d_shape_properties,shape_edges_faces_vertices,2,True,3d_shape,no
epp_grammar_pack2_paper5_q13,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,13,6,free_response,True,data_statistics,data_pie_charts,pie_chart_percent_count,2,True,pie_chart,no
epp_grammar_pack2_paper5_q14,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,14,6,multiple_choice,False,geometry,geom_angle_types,angle_type_identification,1,True,angle_diagram_optional,no
epp_grammar_pack2_paper5_q15,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,15,6,free_response,True,geometry,geom_area_composite_visual,composite_area_visual,3,True,composite_area,no
epp_grammar_pack2_paper5_q16,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,16,7,free_response,True,geometry,geom_area_basic,area_rectangle_triangle_parallelogram,2,True,area_shape_optional,no
epp_grammar_pack2_paper5_q17,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,17,7,free_response,False,ratio_proportion_rates,ratio_mixture_fraction,ratio_mixture_component,3,False,,no
epp_grammar_pack2_paper5_q18,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,18,7,multiple_choice,True,data_statistics,data_tables,table_lookup_difference,2,True,table,no
epp_grammar_pack2_paper5_q19,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,19,8,multiple_choice,False,measurement_units,meas_unit_selection,plausible_measure_unit,1,False,,no
epp_grammar_pack2_paper5_q20,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,20,8,free_response,True,geometry,geom_angle_facts,triangle_angle_sum,2,True,triangle_angle_diagram,no
epp_grammar_pack2_paper5_q21,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,21,8,free_response,False,ratio_proportion_rates,prop_similarity,similar_shadow_height,3,False,,no
epp_grammar_pack2_paper5_q22,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,22,8,free_response,False,arithmetic,ar_divide_remainders,division_remainder,2,False,,no
epp_grammar_pack2_paper5_q23,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,23,9,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,yes
epp_grammar_pack2_paper5_q24,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,24,9,multiple_choice,True,geometry,geom_tessellation,tessellation_can_tile,2,True,shape_options,no
epp_grammar_pack2_paper5_q25,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,25,9,free_response,False,number_place_value,np_rounding,round_to_nearest_multiple,2,False,,no
epp_grammar_pack2_paper5_q26,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,26,9,multiple_choice,True,geometry,geom_parallel_perpendicular,parallel_perpendicular_lines,2,True,line_diagram,no
epp_grammar_pack2_paper5_q27,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,27,10,free_response,False,measurement_units,meas_unit_selection,plausible_measure_unit,1,False,,no
epp_grammar_pack2_paper5_q28,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,28,10,free_response,False,ratio_proportion_rates,prop_unit_rate,compound_rate_scaling,4,False,,no
epp_grammar_pack2_paper5_q29,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,29,10,free_response,True,geometry,geom_volume,volume_composite_cubes,3,True,cube_stack,no
epp_grammar_pack2_paper5_q30,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,30,11,multiple_choice,False,measurement_units,meas_money_shopping,money_total_and_change,2,True,price_table_optional,no
epp_grammar_pack2_paper5_q31,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,31,11,free_response,True,data_statistics,data_pie_charts,pie_chart_percent_count,2,True,pie_chart,no
epp_grammar_pack2_paper5_q32,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,32,11,multiple_choice,True,data_statistics,data_bar_charts,bar_chart_difference_total,2,True,bar_chart,yes
epp_grammar_pack2_paper5_q33,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,33,12,multiple_choice,False,decimals,dec_multiplication,decimal_multiplication,3,False,,no
epp_grammar_pack2_paper5_q34,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,34,12,multiple_choice,False,decimals,dec_scale_powers_ten,dec_scale_powers_ten,2,False,,no
epp_grammar_pack2_paper5_q35,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,35,12,multiple_choice,True,geometry,geom_angle_types,angle_type_identification,1,True,angle_diagram_optional,no
epp_grammar_pack2_paper5_q36,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,36,13,multiple_choice,False,percentages,pct_percent_of_amount,percentage_of_quantity_units,3,False,,no
epp_grammar_pack2_paper5_q37,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,37,13,multiple_choice,True,geometry,geom_coordinates_missing_vertex,coordinates_missing_rectangle,3,True,coordinate_grid,no
epp_grammar_pack2_paper5_q38,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,38,13,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper5_q39,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,39,14,multiple_choice,True,sequences_patterns,seq_arithmetic_geometric,sequence_next_additive,2,False,,no
epp_grammar_pack2_paper5_q40,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,40,14,free_response,False,fractions,frac_of_amount,fraction_of_amount_simple,2,False,,no
epp_grammar_pack2_paper5_q41,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,41,14,free_response,True,geometry,geom_volume,volume_cube_cuboid,2,True,3d_shape_optional,no
epp_grammar_pack2_paper5_q42,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,42,15,free_response,False,arithmetic,ar_multiplication_context,multiplication_integer_context,2,False,,no
epp_grammar_pack2_paper5_q43,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,43,15,free_response,False,algebra,alg_equations_formulas,solve_formula_variable,3,False,,no
epp_grammar_pack2_paper5_q44,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,44,15,free_response,False,data_statistics,stat_median_mode_range,median_list,2,False,,no
epp_grammar_pack2_paper5_q45,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,45,15,multiple_choice,False,algebra,alg_equivalent_forms,algebra_equivalent_rearrangement,3,False,,no
epp_grammar_pack2_paper5_q46,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,46,16,multiple_choice,False,fractions,frac_of_amount,fraction_of_amount_simple,2,False,,no
epp_grammar_pack2_paper5_q47,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,47,16,free_response,False,measurement_units,meas_capacity,capacity_remaining_after_pouring,2,False,,no
epp_grammar_pack2_paper5_q48,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,48,16,free_response,True,geometry,geom_area_composite_visual,composite_area_visual,3,True,composite_area,no
epp_grammar_pack2_paper5_q49,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,49,17,free_response,True,ratio_proportion_rates,prop_scale_maps,map_scale_real_distance,3,True,scale_diagram_optional,no
epp_grammar_pack2_paper5_q50,"11+ Mathematics, Grammar Schools, Pack 2",Paper 5,50,17,free_response,False,fractions,frac_operations,combine_fractional_parts,4,False,,no
epp_grammar_pack2_paper6_q01,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,1,19,multiple_choice,False,decimals,dec_multiplication,decimal_multiplication,3,False,,no
epp_grammar_pack2_paper6_q02,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,2,19,multiple_choice,False,number_place_value,np_words_to_digits,number_words_to_digits_large,1,False,,no
epp_grammar_pack2_paper6_q03,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,3,19,free_response,True,measurement_units,meas_unit_selection,plausible_measure_unit,1,False,,no
epp_grammar_pack2_paper6_q04,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,4,19,free_response,False,arithmetic,ar_multiplication_context,multiplication_integer_context,2,False,,no
epp_grammar_pack2_paper6_q05,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,5,20,multiple_choice,False,measurement_units,meas_unit_conversion,metric_conversion_length_capacity_mass,2,False,,no
epp_grammar_pack2_paper6_q06,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,6,20,multiple_choice,True,fractions,frac_unit_fractions,fraction_as_share,2,False,,no
epp_grammar_pack2_paper6_q07,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,7,20,free_response,True,geometry,geom_coordinates_missing_vertex,coordinates_missing_rectangle,3,True,coordinate_grid,no
epp_grammar_pack2_paper6_q08,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,8,21,multiple_choice,True,decimals,dec_scale_powers_ten,dec_scale_powers_ten,2,False,,no
epp_grammar_pack2_paper6_q09,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,9,21,multiple_choice,False,factors_multiples_powers,nm_multiples_in_range,multiples_in_range,2,False,,no
epp_grammar_pack2_paper6_q10,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,10,21,multiple_choice,False,arithmetic,ar_multi_step_numeric,multi_step_arithmetic_expression,3,False,,no
epp_grammar_pack2_paper6_q11,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,11,21,multiple_choice,True,sequences_patterns,seq_arithmetic_geometric,sequence_next_additive,2,False,,no
epp_grammar_pack2_paper6_q12,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,12,22,multiple_choice,True,geometry,geom_line_symmetry_shapes,line_symmetry_shapes,2,True,shape_symmetry,no
epp_grammar_pack2_paper6_q13,"11+ Mathematics, Grammar Schools, Pack 2",Paper 6,13,22,free_response,False,measurement_units,meas_money_coins,coins_value_count,2,False,,no
